institution,school_type,state,testing_info_link,rtc_model,last_updated,testing,testing_type,test_initial,test_recurring,test_freq,test_vendor,test_pool,endowment,enrollment,endowment_per_fte_enrollment
Cazenovia College,Private,NY,https://www.cazenovia.edu/return-to-campus,Planning for in-person,7/28/2020,TRUE,Symptomatic,FALSE,TRUE,0,,,7668092,870,9085
Cedarville University,Private,OH,https://publications.cedarville.edu/brochures/university/COVID-19_OperatingPlan/20/,Planning for in-person,7/28/2020,TRUE,Symptomatic,FALSE,FALSE,0,Cedar Care Village Pharmacy,,30757502,4150,8187
Centenary University,Private,NJ,https://www.centenaryuniversity.edu/coronavirus-communications/,Considering a range of scenarios,7/28/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,13852131,1802,8115
Central Christian College of the Bible,Private,MO,https://cccb.edu/wp-content/uploads/return-to-campus-guide-for-cccb-covid.pdf,Planning for in-person,7/28/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,1388811,211,6520
Central Michigan University,Public,MI,https://www.cmich.edu/news/article/pages/CMU_plans_return_for_fall.aspx,Planning for in-person,,,,,,,,,181973093,21622,9024
Central New Mexico Community College,Public,NM,https://www.cnm.edu/Plone/covid-19/covid-19-information-hub,Planning for online,,,,,,,,,9520981,23553,643
Central Oregon Community College,Public,OR,https://www.cocc.edu,Proposing a hybrid model,,,,,,,,,20061370,4872,4481
Central Piedmont Community College,Public,NC,https://www.cpcc.edu/about-central-piedmont/administrative-offices/college-security-services/emergency-management/coronavirus,Proposing a hybrid model,,,,,,,,,,18824,
Central State University,Public,OH,https://www.centralstate.edu/PR/uploads/pdf/051820-Reopening-Communication.pdf,Planning for in-person,,,,,,,,,2497042,2099,1428
Central Washington University,Public,WA,https://www.cwu.edu/registrar/letter-provost-denbeste-fall-2020,Proposing a hybrid model,,,,,,,,,23760634,12342,1948
Centre College,Private,KY,https://www.centre.edu/centre-college-announces-plans-for-fall-2020/,Proposing a hybrid model,,,,,,,,,323609355,1434,225669
Chaffey College,Public,CA,https://www.chaffey.edu/coronavirus/docs/covid19-may-8.pdf,Planning for online,,,,,,,,,,22969,
Chaminade University,Private,HI,https://chaminade.edu/coronavirus/,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
Champlain College,Private,VT,https://view.champlain.edu/june-12-covid-19-update/,Proposing a hybrid model,,,,,,,,,24297680,4531,6249
Chapman University,Private,CA,ttps://news.chapman.edu/2020/04/24/a-message-from-the-office-of-the-president/,Planning for in-person,,,,,,,,,394071000,9608,42332
Charles R. Drew University of Medicine and Science,Private,CA,https://www.cdrewu.edu/updates-covid-19,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
Charleston Southern University,Private,SC,https://www.charlestonsouthern.edu/csu-plans-to-reopen-for-in-person-classes-this-fall/,Planning for in-person,,,,,,,,,19630648,3414,5844
Chatham University,Private,PA,https://www.chatham.edu/student-experience/health-wellness/coronavirus-updates.html,Planning for in-person,,,,,,,,,80481915,2336,35084
Chowan University,Private,NC,https://chowan.edu/news/chowan-university-preparing-be-open-fall-2020,Planning for in-person,,,,,,,,,26068253,1399,17484
Christian Brothers University,Private,TN,https://www.cbu.edu/announcement-fall2020,Planning for in-person,,,,,,,,,41934871,2034,22915
Christopher Newport University,Public,VA,http://cnu.edu/news/2020/04/22-cnu_tuitionfreeze/,Planning for in-person,,,,,,,,,35434129,4957,7166
Citrus College,Public,CA,https://www.citruscollege.edu/covid19/Documents/memos/05.22.2020s.pdf,Planning for online,,,,,,,,,6896913,13136,688
City College of San Francisco,Public,CA,https://www.ccsf.edu/en/community.html,Planning for online,,,,,,,,,,27008,
City University of New York — all system campuses,Public,NY,https://www.cuny.edu/coronavirus/reopening-guidelines/guideline-safe-campus-reopening/#_Toc45787352,Proposing a hybrid model,8/2/2020,FALSE,No voluntary testing,TRUE,FALSE,,,,#N/A,#N/A,#N/A
City University of New York — Baruch College,Public,NY,,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
City University of New York — Borough of Manhattan Community College,Public,NY,,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
City University of New York — Bronx Community College,Public,NY,,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
City University of New York — Brooklyn College,Public,NY,,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
City University of New York — City College of New York,Public,NY,,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
City University of New York — College of Staten Island,Public,NY,,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
City University of New York — Guttman Community College,Public,NY,,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
City University of New York — Hostos Community College,Public,NY,,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
City University of New York — Hunter College,Public,NY,,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
City University of New York — John Jay College of Criminal Justice,Public,NY,,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
City University of New York — Kingsborough Community College,Public,NY,,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
City University of New York — LaGuardia Community College,Public,NY,,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
City University of New York — Lehman College,Public,NY,,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
City University of New York — Medgar Evers College,Public,NY,,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
City University of New York — New York City College of Technology,Public,NY,,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
City University of New York — Queens College,Public,NY,,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
City University of New York — Queensborough Community College,Public,NY,,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
City University of New York — York College,Public,NY,,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
Claremont McKenna College,Private,CA,https://cmcreturns.cmc.edu,Waiting to decide,,,,,,,,,835306000,1327,616007
Clarion University of Pennsylvania,Public,PA,https://www.clarion.edu/fall2020.html,Planning for online,8/3/2020,TRUE,Symptomatic,FALSE,FALSE,0,,,37011243,4864,8274
Clark Atlanta University,Private,GA,https://www.cau.edu/news/2020/07/Clark-Atlanta-University-Announces-Plans-to-Re-Open-Campus-for-Fall-2020-Semester%20%20%20.html,Proposing a hybrid model,,,,,,,,,71438808,3911,18517
Clark University,Private,MA,https://www.clarku.edu/healthy-clark-covid-plan/in-session-testing/,Planning for in-person,7/27/2020,TRUE,Unknown,TRUE,TRUE,2,Broad Institute,,436869339,3122,140563
Clarke University,Private,IA,https://www.clarke.edu/news/cu-coronavirus-2019-ncov-updates/,Proposing a hybrid model,,,,,,,,,27594783,1004,27485
Clemson University,Public,SC,https://www.clemson.edu/coronavirus/,Proposing a hybrid model,7/27/2020,TRUE,Unknown,TRUE,TRUE,,,,741801924,24951,31204
Cleveland Institute of Art,Private,OH,https://www.cia.edu/about-us/safety-security/smart-return-to-school,Hybrid model,8/18/2020,TRUE,Asymptomatic,TRUE,FALSE,0,,,27900243,670,43391
Cleveland State University,Public,OH,https://covid19.colby.edu/2020/06/30/the-plan-for-returning-to-campus/,Proposing a hybrid model,7/27/2020,TRUE,Both asymptomatic and symptomatic,TRUE,TRUE,2,Broad Institute,,7583481,16069,527
Coastal Carolina University,Public,SC,https://www.coastal.edu/coastal-now/news/advisory/,Planning for in-person,7/27/2020,TRUE,Symptomatic,FALSE,FALSE,0,Coastal Student Health Services,,35729556,10641,3452
Colby College,Private,ME,http://www.colby.edu/covid-19/2020/06/15/official-notice-likely-reopening-date-for-2020-2021-academic-year/,Planning for in-person,7/27/2020,TRUE,Both asymptomatic and symptomatic,TRUE,TRUE,2,Broad Institute,,828013000,2000,388921
Colby-Sawyer College,Private,NH,https://colby-sawyer.edu/coronavirus/from-the-president,Planning for in-person,,,,,,,,,37515346,859,38716
Colgate University,Private,NY,https://www.colgate.edu/covid-19-response/updates-messages-covid-19/colgate-university-plans-fall-2020,Planning for in-person,8/4/2020,TRUE,Both asymptomatic and symptomatic,TRUE,FALSE,0,"Aegis Sciences Corporation, PrivaPath Diagnostics",Unknown,923604266,2969,312980
College for Creative Studies,Private,MI,https://www.collegeforcreativestudies.edu/fall-reopening-plan,Planning for in-person,,,,,,,,,77958418,1485,62168
College of Alameda,Public,CA,https://alameda.peralta.edu/announcement/coronavirus-update-for-peralta-students-and-employees/,Planning for online,,,,,,,,,,6389,
College of Charleston,Public,SC,https://cofc.edu/back-on-the-bricks/,Considering a range of scenarios,,,,,,,,,92262761,10783,8928
College of Idaho,Private,ID,https://www.collegeofidaho.edu/sites/default/files/inline-files/Fall%20Intent%20Letter%20FINAL%205.1.20.pdf,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
College of Marin,Public,CA,http://www1.marin.edu/news/superintendentpresident-outlines-recovery-plan,Planning for online,,,,,,,,,1083463,5026,403
College of New Jersey,Public,NJ,https://emergency.tcnj.edu/2020/04/24/updates-on-spring-2020-tuition-fall-2020-operations-and-federal-emergency-grants-for-students/,Waiting to decide,,,,,,,,,#N/A,#N/A,#N/A
College of New Jersey,Public,NJ,https://president.tcnj.edu/2020/06/26/community-missive-12/,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
College of Our Lady of the Elms,Private,MA,https://www.masslive.com/coronavirus/2020/05/elms-college-announces-intent-to-end-coronavirus-shutdown-and-reopen-chicopee-campus-by-fall-semester.html,Planning for in-person,,,,,,,,,9115925,1531,6484
College of Saint Benedict,Private,MN,https://www.csbsju.edu/covid-19/campus-communications/060820-student-update,Proposing a hybrid model,,,,,,,,,78104901,1782,37695
College of San Mateo,Public,CA,https://covid-19.smccd.edu/san-mateo-county-community-college-district-courses-go-mainly-online-for-summer-and-fall-terms/,Planning for online,,,,,,,,,,8924,
College of the Atlantic,Private,ME,https://bangordailynews.com/2020/05/07/news/hancock/college-of-the-atlantic-latest-to-plan-fall-reopening/,Planning for in-person,,,,,,,,,57377426,337,172824
College of the Canyons,Public,CA,https://www.canyons.edu/administration/pio/news/2020-05-20-fall.php,Planning for online,,,,,,,,,1836646,20850,141
College of the Desert,Public,CA,http://www.collegeofthedesert.edu/newsroom/Pages/Summer-and-fall-2020-classes-move-online.aspx,Planning for online,,,,,,,,,23451266,11412,3214
College of the Holy Cross,Private,MA,https://www.holycross.edu/leadership/office-president/addresses-and-communications/2020-06-24-fall-update,Proposing a hybrid model,,,,,,,,,783207500,2939,257634
College of the Mainland,Public,TX,https://www.com.edu/coronavirus,Planning for online,,,,,,,,,2235557,4673,896
College of William & Mary,Public,VA,https://www.wm.edu/about/administration/emergency/current_issues/coronavirus/,Planning for in-person,8/2/2020,TRUE,Both asymptomatic and symptomatic,TRUE,TRUE,0.5,,,#N/A,#N/A,#N/A
College of Wooster,Private,OH,https://www.wooster.edu/info/fall-2020-guide/updates/6-15/,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
Colorado Christian University,Private,CO,https://www.ccu.edu/coronavirus/#mostrecent,Considering a range of scenarios,,,,,,,,,4669619,7625,847
Colorado College,Private,CO,https://www.coloradocollege.edu/other/coronavirus/academic_year.html,Planning for in-person,,,,,,,,,765230265,2144,342079
Colorado Mesa University,Public,CO,https://covid19.rpi.edu/announcements/hands-experiences,Planning for in-person,,,,,,,,,30157886,9492,3897
Colorado School of Mines,Public,CO,https://www.mines.edu/coronavirus/,Planning for in-person,,,,,,,,,258134462,6325,42421
Colorado State University,Public,CO,https://covidrecovery.colostate.edu,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
Columbia College,Private,SC,https://www.columbiasc.edu/president-mitchell-announces-fall-2020-opening,Planning for in-person,,,,,,,,,171661316,12080,18239
Columbia College,Private,MO,https://www.columbiamissourian.com/news/covid19/columbia-college-to-resume-on-campus-classes-aug-31/article_abb52cdc-a1c1-11ea-a244-0711d29238c9.html,Planning for in-person,,,,,,,,,171661316,12080,18239
Columbia College Chicago,Private,IL,https://www.colum.edu/coronavirus-info/index,Considering a range of scenarios,,,,,,,,,196912601,6825,28818
Columbia International University,Private,SC,https://www.ciu.edu/covid19,Planning for in-person,,,,,,,,,4645534,1048,5383
Columbia State Community College,Public,TN,https://www.columbiastate.edu/coronavirus/index.html,Planning for online,,,,,,,,,7889053,6221,1981
Columbia University,Private,NY,https://covid19.columbia.edu/content/covid-19-public-health-protocols,Proposing a hybrid model,7/24/2020,TRUE,Both asymptomatic and symptomatic,TRUE,TRUE,0.5,"Columbia Doctors/NewYork-Presbyterian Hospital for employees, and Columbia Health or CUIMC Student Health Service for students",Unknown,#ERROR!,#N/A,#N/A
Columbus College of Art and Design,Private,OH,https://www.ccad.edu/publichealth,Proposing a hybrid model,7/28/2020,FALSE,No voluntary testing,FALSE,FALSE,,,,14888270,1094,14357
Community College of Allegheny County,Public,PA,https://www.ccac.edu/security/coronavirus-covid-19.php,Planning for in-person,,,,,,,,,9930618,16086,865
Community College of Philadelphia,Public,PA,https://www.inquirer.com/education/community-college-fall-classes-coronavirus-online-20200526.html,Planning for online,,,,,,,,,11210672,16672,825
Concord University,Public,WV,https://www.youtube.com/watch?v=ELSG-uY30t0,Planning for in-person,,,,,,,,,25307929,2040,11859
Concordia College,Private,MN,https://www.concordiacollege.edu/directories/offices-departments-directory/emergency/info-covid-19/covid-19-campus-updates/,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
Concordia University Ann Arbor,Private,MI,https://www.cuaa.edu/landingpages/covid19/index.html,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
Concordia University Chicago,Private,IL,https://www.cuchicago.edu/news/2020/05/president-dawn-announces-fall-operations-update/,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
Concordia University Irvine,Private,CA,https://www.cui.edu/en-us/studentlife/wellness-center/communication-to-cui-community-on-coronavirus-disease-2019-covid19,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
Concordia University Nebraska,Private,NE,https://www.cune.edu/news/fall-2020-semester-start-early,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
Concordia University St. Paul,Private,MN,https://www.csp.edu/news/concordia-st-paul-welcomes-students-back-to-campus-fall-2020/?fbclid=IwAR3FPR6FD5vbZtCz1bUOd_8vVvPbh3Cevenf6hmKcWeEEiOUp2RTIOH5xYg,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
Concordia University Texas,Private,TX,https://www.concordia.edu/blog/announcements-for-fall-2020.html,Planning for in-person,,,,,,,,,21779955,2568,10312
Concordia University Wisconsin,Private,WI,https://www.cuw.edu/landingpages/covid19/index.html,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
Connecticut College,Private,CT,https://www.conncoll.edu/campus-life/student-health-services/coronavirus/,Planning for in-person,,,,,,,,,315189000,1844,168640
Converse College,Private,SC,https://www.converse.edu/converse-announces-2020-commencement-summer-sessions-and-fall-term-updates/,Planning for in-person,,,,,,,,,81159977,1380,50037
Cooper Union,Private,NY,https://cooper.edu/about/president/sparks/messages/fall-2020-plans,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
Cornell College,Private,IA,https://www.cornellcollege.edu/response/Resume-Operations.shtml,Proposing a hybrid model,,,,,,,,,77722340,1028,76953
Cornell University,Private,NY,https://news.cornell.edu/stories/2020/06/cornell-plans-reactivate-ithaca-campus-fall-semester,Proposing a hybrid model,7/27/2020,TRUE,Both asymptomatic and symptomatic,TRUE,TRUE,,,,6871480635,23600,291845
Cornerstone University,Private,MI,https://www.cornerstone.edu/why-cornerstone-university/campus-locations/university-offices/health-services/coronavirus-information/,Planning for in-person,,,,,,,,,10556691,2131,5125
Cornish College of the Arts,Private,WA,https://www.cornish.edu/reopening-for-fall-2020-what-you-need-to-know/,Proposing a hybrid model,,,,,,,,,9136063,625,14012
